Dataset,Data Size,Standardization,Best k,Best m,Best s,Best alpha_0,Best eta,Normalized MSE,Normalized NLL,CE Score,Best k_sil,Silhouette Score,Execution Time,Grid Search Time,GTM Time
TimeSeries_clean_NOT_scaled,1800x425,True,34,15,0.5,0.1,not applicable,0.43826870730738327,57.704659873921344,not applicable,2,0.3869880571078046,64319.05749320984,64117.427673339844,201.62981986999512
TimeSeries_clean_NOT_scaled,1800x425,True,34,15,0.5,0.1,not applicable,0.43826870730738327,57.704659873921344,not applicable,2,0.3869880571078046,64319.05749320984,64117.427673339844,201.62981986999512
TimeSeries_clean_NOT_scaled,1800x425,True,34,9,1.25,0.25,not applicable,0.4874458172108202,62.946294623557954,not applicable,6,0.4307397686084312,64476.509221076965,64117.427673339844,359.0815477371216
