Dataset,Data Size,Standardization,Best k,Best m,Best s,Best regul,Best eta,Best sigma,Best k_sil,CE value,Normalized NLL,Normalized MSE,Silhouette Score,Execution Time,Grid Search Time,GTM Time,Num_param
TCGA_BRCA_gene_by_MAD,1230,True,20,9,0.75,0.1,0.0,1.0,4,not applicable,72.00446081783173,0.5959388957994487,0.46908846663399073,18533.192930459976,18477.47186946869,55.72106099128723,grid
TCGA_BRCA_gene_by_MAD,1230,True,20,9,0.75,0.1,0.0,1.0,4,not applicable,72.00446081783173,0.5959388957994487,0.46908846663399073,18533.192930459976,18477.47186946869,55.72106099128723,grid
TCGA_BRCA_gene_by_MAD,1230,True,20,3,1.25,0.1,0.0,1.0,5,not applicable,78.6580679209064,0.6807684248756246,0.6594655383436627,18726.614653110504,18477.47186946869,249.14278364181519,grid
